10  molecules  (-> Heng & Tsai 2016)
H2                    1   H  2                        : Hydrogen
 4  5.190964E+04 -1.801170E+00  8.722458E-02  2.561389E-04 -5.354026E-09
CO                    2   C  O  1  1                  : Carbon_Monoxide
 4  1.289978E+05 -1.754984E+00 -3.162581E+00  4.133620E-04 -2.357996E-08
H2O                   2   H  O  2  1                  : Water
 4  1.103365E+05 -4.178360E+00  3.174469E+00  9.406468E-04 -4.048246E-08
CO2                   2   C  O  1  2                  : Carbon_Dioxide
 4  1.928406E+05 -2.772594E+00 -1.437451E+01  9.552776E-04 -5.327314E-08
CH4                   2   C  H  1  4                  : Methane
 4  1.978458E+05 -8.831680E+00  5.279307E+00  2.756767E-03 -1.396669E-07
N2                    1   N  2                        : Nitrogen
 4  1.132101E+05 -1.799490E+00 -2.033546E+00  4.313032E-04 -2.484327E-08
NH3                   2   H  N  3  1                  : Ammonia
 4  1.393426E+05 -6.395323E+00  4.959812E+00  1.815303E-03 -8.857936E-08
HCN                   3   C  H  N  1  1  1            : Hydrogen_Cyanide
 4  1.522077E+05 -3.204402E+00 -6.267033E+00  9.843330E-04 -5.178257E-08
C2H2                  2   C  H  2  2                  : Ethyne
 4  1.964604E+05 -4.514292E+00 -1.242786E+01  1.517766E-03 -7.454214E-08
C2H4                  2   C  H  2  4                  : Ethene
 4  2.686644E+05 -9.529003E+00 -5.668525E+00  3.193573E-03 -1.663530E-07
